id,group,segment,events
58956,control,low,17.0
31628,control,low,21.0
1318,control,low,23.0
84492,control,low,23.0
35513,control,low,18.0
31097,control,low,20.0
63258,control,low,21.0
84224,control,low,16.0
88735,control,low,22.0
14676,control,low,17.0
77631,control,low,28.0
77217,control,low,16.0
36007,control,low,19.0
5678,control,low,17.0
26950,control,low,12.0
40508,control,low,17.0
30510,control,low,26.0
21227,control,low,18.0
63127,control,low,15.0
86798,control,low,15.0
59072,control,low,28.0
97716,control,low,17.0
66400,control,low,17.0
10220,control,low,23.0
7692,control,low,25.0
6458,control,low,17.0
17546,control,low,23.0
8683,control,low,16.0
36581,control,low,19.0
97780,control,low,13.0
90306,control,low,19.0
48119,control,low,22.0
4467,control,low,19.0
44633,control,low,18.0
94815,control,low,24.0
34532,control,low,24.0
54040,control,low,16.0
3906,control,low,21.0
18863,control,low,25.0
81541,control,low,29.0
74834,control,low,24.0
36711,control,low,19.0
44176,control,low,16.0
48216,control,low,15.0
13779,control,low,25.0
95214,control,low,20.0
64397,control,low,22.0
84408,control,low,25.0
36870,control,low,18.0
17570,control,low,25.0
79951,control,low,18.0
95647,control,low,16.0
24279,control,low,13.0
37787,control,low,29.0
32283,control,low,17.0
58142,control,low,20.0
51606,control,low,16.0
45814,control,low,23.0
9100,control,low,25.0
423,control,low,22.0
93961,control,low,22.0
63433,control,low,21.0
47089,control,low,17.0
17201,control,low,16.0
43285,control,low,8.0
48282,control,low,19.0
14513,control,low,31.0
74241,control,low,19.0
4091,control,low,21.0
37802,control,low,20.0
64188,control,low,24.0
71573,control,low,19.0
74478,control,low,17.0
85390,control,low,15.0
34707,control,low,16.0
58814,control,low,20.0
26648,control,low,25.0
49924,control,low,23.0
10657,control,low,20.0
94559,control,low,20.0
43081,control,low,24.0
19912,control,low,16.0
38709,control,low,22.0
75737,control,low,21.0
37539,control,low,15.0
98524,control,low,18.0
56028,control,low,23.0
44234,control,low,16.0
46754,control,low,26.0
53319,control,low,23.0
77310,control,low,15.0
69084,control,low,18.0
63440,control,low,16.0
37071,control,low,15.0
47740,control,low,21.0
48374,control,low,17.0
70261,control,low,20.0
27711,control,low,19.0
16459,control,low,24.0
84887,control,low,17.0
61633,control,low,23.0
61578,control,low,20.0
36325,control,low,26.0
9197,control,low,17.0
73823,control,low,15.0
29217,control,low,22.0
29,control,low,29.0
58206,control,low,20.0
86814,control,low,20.0
5850,control,low,16.0
5159,control,low,22.0
10159,control,low,26.0
4695,control,low,24.0
16158,control,low,15.0
3573,control,low,17.0
48965,control,low,14.0
26610,control,low,22.0
428,control,low,19.0
36670,control,low,19.0
85337,control,low,20.0
29001,control,low,22.0
54186,control,low,19.0
17290,control,low,20.0
69635,control,low,15.0
35903,control,low,11.0
5270,control,low,13.0
3553,control,low,17.0
44686,control,low,23.0
75630,control,low,19.0
25681,control,low,20.0
1971,control,low,23.0
30776,control,low,22.0
87107,control,low,21.0
43864,control,low,28.0
64198,control,low,20.0
84847,control,low,15.0
85010,control,low,14.0
79666,control,low,23.0
33270,control,low,19.0
34652,control,low,25.0
87695,control,low,13.0
89054,control,low,25.0
6804,control,low,21.0
75027,control,low,24.0
3611,control,low,15.0
30157,control,low,15.0
70229,control,low,16.0
20749,control,low,23.0
13979,control,low,14.0
99206,control,low,17.0
73044,control,low,16.0
78372,control,low,18.0
86102,control,low,23.0
66415,control,low,22.0
17032,control,low,17.0
73169,control,low,8.0
93924,control,low,25.0
16068,control,low,21.0
70681,control,low,13.0
49612,control,low,14.0
28178,control,low,23.0
78169,control,low,17.0
12441,control,low,24.0
97168,control,low,18.0
86777,control,low,15.0
81538,control,low,20.0
39732,control,low,20.0
6151,control,low,25.0
5300,control,low,20.0
91169,control,low,14.0
51739,control,low,17.0
77830,control,low,17.0
76233,control,low,19.0
34129,control,low,30.0
91668,control,low,20.0
94148,control,low,18.0
94578,control,low,17.0
80218,control,low,10.0
47735,control,low,22.0
33650,control,low,23.0
98627,control,low,19.0
29450,control,low,24.0
80858,control,low,19.0
81646,control,low,14.0
78886,control,low,24.0
65541,control,low,14.0
63942,control,low,14.0
6241,control,low,20.0
37248,control,low,25.0
53886,control,low,20.0
14435,control,low,29.0
71492,control,low,26.0
91189,control,low,18.0
82259,control,low,23.0
37183,control,low,30.0
93883,control,low,11.0
5484,control,low,19.0
86053,control,low,18.0
77251,control,low,16.0
57103,control,low,33.0
33998,control,low,18.0
45095,control,low,18.0
8669,control,low,25.0
70314,control,low,22.0
13482,control,low,21.0
5761,control,low,23.0
52473,control,low,30.0
37133,control,low,23.0
49107,control,low,22.0
83144,control,low,15.0
90126,control,low,20.0
52546,control,low,19.0
57793,control,low,21.0
88507,control,low,21.0
55363,control,low,17.0
30752,control,low,14.0
70641,control,low,26.0
54449,control,low,21.0
33702,control,low,16.0
78872,control,low,14.0
34670,control,low,16.0
91426,control,low,23.0
27017,control,low,21.0
93320,control,low,16.0
43680,control,low,32.0
41137,control,low,24.0
40896,control,low,10.0
56893,control,low,26.0
80463,control,low,17.0
42907,control,low,15.0
66983,control,low,25.0
28130,control,low,17.0
77265,control,low,30.0
56061,control,low,18.0
56403,control,low,24.0
89942,control,low,22.0
21656,control,low,22.0
71969,control,low,25.0
32031,control,low,30.0
28316,control,low,20.0
86766,control,low,15.0
11452,control,low,25.0
86849,control,low,17.0
96396,control,low,21.0
47833,control,low,22.0
40598,control,low,23.0
83071,control,low,22.0
14137,control,low,21.0
19975,control,low,30.0
68275,control,low,17.0
91507,control,low,15.0
40831,control,low,19.0
57108,control,low,22.0
8237,control,low,25.0
60070,control,low,24.0
30539,control,low,19.0
93392,control,low,16.0
60529,control,low,27.0
57373,control,low,19.0
20711,control,low,22.0
17799,control,low,22.0
91826,control,low,22.0
44708,control,low,21.0
51514,control,low,14.0
97127,control,low,29.0
76109,control,low,16.0
18868,control,low,20.0
22840,control,low,18.0
31396,control,low,17.0
32914,control,low,16.0
5849,control,low,19.0
51452,control,low,19.0
74958,control,low,14.0
20098,control,low,19.0
49420,control,low,18.0
26555,control,low,24.0
28025,control,low,17.0
49207,control,low,15.0
38950,control,low,11.0
96333,control,low,21.0
89449,control,low,21.0
38198,control,low,21.0
29088,control,low,25.0
19586,control,low,24.0
33205,control,low,20.0
44148,control,low,21.0
58461,control,low,27.0
7656,control,low,17.0
48992,control,low,15.0
19442,control,low,23.0
80990,control,low,16.0
43569,control,low,22.0
4214,control,low,13.0
46101,control,low,26.0
72631,control,low,25.0
6528,control,low,23.0
64682,control,low,20.0
10066,control,low,21.0
37590,control,low,17.0
55746,control,low,22.0
23011,control,low,14.0
56931,control,low,23.0
26182,control,low,19.0
43442,control,low,24.0
79261,control,low,19.0
94973,control,low,25.0
83557,control,low,18.0
5436,control,low,18.0
32042,control,low,13.0
66898,control,low,26.0
27777,control,low,21.0
95287,control,low,21.0
48751,control,low,21.0
329,control,low,15.0
6208,control,low,25.0
54561,control,low,10.0
10155,control,low,23.0
82000,control,low,22.0
83929,control,low,21.0
6561,control,low,19.0
13220,control,low,29.0
85320,control,low,19.0
60060,control,low,19.0
54960,control,low,15.0
75036,control,low,23.0
82960,control,low,18.0
39588,control,low,19.0
38324,control,low,20.0
29111,control,low,23.0
25579,control,low,25.0
51747,control,low,27.0
11232,control,low,17.0
98596,control,low,19.0
32172,control,low,20.0
13271,control,low,17.0
83703,control,low,24.0
78354,control,low,17.0
75373,control,low,28.0
42092,control,low,20.0
40850,control,low,25.0
96978,control,low,13.0
34426,control,low,21.0
55120,control,low,21.0
62862,control,low,12.0
85094,control,low,21.0
2748,control,low,24.0
48557,control,low,15.0
94529,control,low,23.0
80683,control,low,14.0
66093,control,low,12.0
38228,control,low,13.0
12956,control,low,21.0
17104,control,low,19.0
40679,control,low,19.0
80124,control,low,22.0
26658,control,low,25.0
27156,control,low,25.0
9225,control,low,21.0
49712,control,low,18.0
20812,control,low,16.0
95978,control,low,21.0
22696,control,low,13.0
47769,control,low,25.0
86931,control,low,20.0
43648,control,low,18.0
29712,control,low,21.0
10082,control,low,27.0
68866,control,low,23.0
60929,control,low,20.0
49344,control,low,22.0
13137,control,low,21.0
78885,control,low,31.0
61892,control,low,13.0
59040,control,low,15.0
26491,control,low,19.0
29866,control,low,20.0
89931,control,low,15.0
96038,control,low,16.0
96429,control,low,18.0
98311,control,low,22.0
84484,control,low,18.0
71159,control,low,14.0
87809,control,low,15.0
61410,control,low,22.0
11483,control,low,17.0
23957,control,low,16.0
47399,control,low,21.0
74638,control,low,23.0
67188,control,low,22.0
28980,control,low,28.0
12079,control,low,20.0
96324,control,low,18.0
10245,control,low,16.0
60896,control,low,13.0
22283,control,low,24.0
74045,control,low,12.0
97865,control,low,19.0
92276,control,low,18.0
35643,control,low,17.0
26803,control,low,17.0
82048,control,low,18.0
1066,control,low,21.0
22572,control,low,26.0
29329,control,low,19.0
68474,control,low,15.0
80248,control,low,20.0
40531,control,low,17.0
52438,control,low,28.0
24986,control,low,17.0
89878,control,low,13.0
17456,control,low,26.0
22136,control,low,23.0
86336,control,low,13.0
22513,control,low,17.0
48968,control,low,27.0
94489,control,low,22.0
21908,control,low,21.0
46385,control,low,17.0
41484,control,low,17.0
24537,control,low,21.0
86200,control,low,21.0
79141,control,low,26.0
40874,control,low,18.0
13134,control,low,21.0
48597,control,low,15.0
45896,control,low,23.0
71774,control,low,18.0
24317,control,low,19.0
56362,control,low,18.0
52252,control,low,30.0
80506,control,low,17.0
84069,control,low,18.0
30697,control,low,27.0
70582,control,low,16.0
4686,control,low,19.0
98810,control,low,21.0
24221,control,low,25.0
10574,control,low,21.0
45790,control,low,22.0
24612,control,low,20.0
41133,control,low,21.0
32197,control,low,19.0
94097,control,low,23.0
67654,control,low,23.0
96422,control,low,23.0
41159,control,low,18.0
77193,control,low,24.0
54476,control,low,22.0
2273,control,low,23.0
9964,control,low,22.0
98862,control,low,22.0
8132,control,low,22.0
25336,control,low,24.0
11322,control,low,31.0
90378,control,low,12.0
5929,control,low,27.0
39212,control,low,20.0
86027,control,low,22.0
63396,control,low,26.0
35091,control,low,23.0
46905,control,low,15.0
72410,control,low,19.0
92100,control,low,16.0
88063,control,low,17.0
44938,control,low,22.0
93626,control,low,23.0
14067,control,low,26.0
99427,control,low,21.0
45611,control,low,24.0
59544,control,low,13.0
97890,control,low,18.0
787,control,low,23.0
16481,control,low,20.0
38093,control,low,17.0
51354,control,low,20.0
98576,control,low,15.0
46869,control,low,16.0
78098,control,low,10.0
75892,control,low,22.0
89233,control,low,19.0
45621,control,low,23.0
15783,control,low,26.0
44551,control,low,12.0
946,control,low,26.0
59034,control,low,18.0
61808,control,low,24.0
72497,control,low,19.0
15863,control,low,19.0
18656,control,low,20.0
93951,control,low,24.0
57468,control,low,19.0
57195,control,low,24.0
69405,control,low,24.0
50552,control,low,26.0
22241,control,low,18.0
70164,control,low,22.0
39525,control,low,18.0
15083,control,low,21.0
13442,control,low,19.0
77219,control,low,15.0
75812,control,low,13.0
76305,control,low,23.0
95551,control,low,18.0
92699,control,low,13.0
37424,control,low,19.0
98938,control,low,20.0
61199,control,low,27.0
50068,control,low,22.0
22579,control,low,18.0
24818,control,low,22.0
50190,control,low,16.0
42881,control,low,16.0
6713,control,low,23.0
24864,control,low,21.0
28960,control,low,13.0
73115,control,low,25.0
38235,control,low,15.0
90159,control,low,12.0
87206,control,low,27.0
16646,control,low,17.0
48692,control,low,18.0
37943,control,low,17.0
27845,control,low,25.0
74987,control,low,16.0
10754,control,low,24.0
7390,control,low,19.0
81249,control,low,25.0
31601,control,low,25.0
13317,control,low,23.0
65231,control,low,15.0
99629,control,low,19.0
45138,control,low,24.0
75268,control,low,20.0
45859,control,low,12.0
97778,control,low,21.0
99345,control,low,17.0
41682,control,low,21.0
41546,control,low,19.0
43546,control,low,20.0
66442,control,low,24.0
66204,control,low,21.0
37861,control,low,24.0
21222,control,low,25.0
91380,control,low,24.0
30814,control,low,30.0
78139,control,low,19.0
52231,control,low,20.0
87228,control,low,21.0
92624,control,low,32.0
9672,control,low,23.0
20672,control,low,26.0
49019,control,low,13.0
46106,control,low,18.0
68090,control,low,23.0
73986,control,low,20.0
60505,control,low,24.0
62340,control,low,21.0
84544,control,low,12.0
33925,control,low,17.0
85361,control,low,20.0
11286,control,low,20.0
38623,control,low,29.0
58477,control,low,26.0
16335,control,low,28.0
53492,control,low,23.0
45271,control,low,22.0
44995,control,low,12.0
36701,control,low,18.0
1295,control,low,22.0
14840,control,low,21.0
11111,control,low,24.0
51769,control,low,25.0
8619,control,low,27.0
80783,control,low,11.0
42395,control,low,24.0
88975,control,low,19.0
85086,control,low,15.0
39704,control,low,26.0
50418,control,low,22.0
94020,control,low,22.0
76604,control,low,22.0
32752,control,low,23.0
84869,control,low,27.0
40463,control,low,17.0
11761,control,low,17.0
50389,control,low,18.0
15715,control,low,27.0
35016,control,low,21.0
50513,control,low,31.0
39494,control,low,15.0
75842,control,low,18.0
77465,control,low,19.0
13518,control,low,20.0
93113,control,low,19.0
63868,control,low,13.0
54955,control,low,19.0
56979,control,low,18.0
96791,control,low,25.0
63406,control,low,26.0
67206,control,low,22.0
44783,control,low,24.0
88733,control,low,20.0
50432,control,low,18.0
92670,control,low,16.0
14736,control,low,14.0
83435,control,low,21.0
18472,control,low,26.0
24233,control,low,22.0
49717,control,low,21.0
84023,control,low,29.0
90207,control,low,21.0
98577,control,low,19.0
60336,control,low,21.0
23315,control,low,19.0
37596,control,low,23.0
4560,control,low,20.0
75175,control,low,23.0
63517,control,low,25.0
5388,control,low,16.0
11710,control,low,16.0
65265,control,low,21.0
60535,control,low,10.0
14855,control,low,17.0
42731,control,low,25.0
17311,control,low,20.0
58193,control,low,25.0
18613,control,low,31.0
79142,control,low,23.0
37765,control,low,21.0
71046,control,low,30.0
28147,control,low,13.0
72317,control,low,20.0
49996,control,low,16.0
21444,control,low,25.0
46425,control,low,22.0
99353,control,low,17.0
81150,control,low,23.0
98103,control,low,22.0
73677,control,low,26.0
83185,control,low,22.0
14143,control,low,25.0
98850,control,low,25.0
83317,control,low,16.0
5212,control,low,27.0
943,control,low,15.0
11078,control,low,16.0
6434,control,low,15.0
33019,control,low,14.0
67972,control,low,15.0
69231,control,low,16.0
87495,control,low,16.0
68680,control,low,19.0
42505,control,low,27.0
35382,control,low,20.0
65391,control,low,18.0
95401,control,low,17.0
21137,control,low,18.0
8235,control,low,20.0
92496,control,low,30.0
43943,control,low,14.0
69540,control,low,18.0
68635,control,low,20.0
92010,control,low,24.0
50226,control,low,20.0
36575,control,low,23.0
40724,control,low,14.0
83495,control,low,24.0
70911,control,low,20.0
52046,control,low,15.0
50076,control,low,15.0
6435,control,low,27.0
69756,control,low,24.0
50505,control,low,24.0
7181,control,low,14.0
62955,control,low,16.0
56681,control,low,21.0
84476,control,low,21.0
60785,control,low,32.0
1946,control,low,24.0
66239,control,low,13.0
46154,control,low,21.0
19337,control,low,28.0
30439,control,low,14.0
19431,control,low,22.0
67201,control,low,19.0
83134,control,low,20.0
67050,control,low,20.0
3699,control,low,14.0
6674,control,low,24.0
53466,control,low,20.0
87326,control,low,19.0
93870,control,low,20.0
78479,control,low,17.0
38461,control,low,17.0
16289,control,low,21.0
68121,control,low,24.0
80217,control,low,22.0
55623,control,low,16.0
45102,control,low,20.0
82876,control,low,25.0
97319,control,low,21.0
48422,control,low,21.0
10322,control,low,15.0
35939,control,low,20.0
71541,control,low,22.0
40075,control,low,14.0
34512,control,low,17.0
5554,control,low,19.0
7889,control,low,26.0
54358,control,low,17.0
24878,control,low,19.0
24730,control,low,20.0
87780,control,low,16.0
90610,control,low,19.0
26502,control,low,23.0
53213,control,low,14.0
18356,control,low,22.0
6240,control,low,18.0
97497,control,low,20.0
91304,control,low,26.0
37912,control,low,23.0
99373,control,low,31.0
69068,control,low,20.0
13613,control,low,15.0
71533,control,low,15.0
52261,control,low,20.0
83123,control,low,29.0
48806,control,low,26.0
21219,control,low,23.0
44957,control,low,22.0
38308,control,low,28.0
43910,control,low,25.0
24331,control,low,20.0
20821,control,low,20.0
32377,control,low,24.0
76809,control,low,15.0
93378,control,low,16.0
59528,control,low,20.0
22723,control,low,21.0
14602,control,low,21.0
67485,control,low,24.0
2964,control,low,22.0
16159,control,low,32.0
89703,control,low,20.0
69782,control,low,20.0
35440,control,low,23.0
25821,control,low,18.0
79516,control,low,19.0
14105,control,low,20.0
9415,control,low,14.0
20617,control,low,18.0
7194,control,low,24.0
51876,control,low,25.0
29604,control,low,20.0
82410,control,low,21.0
68039,control,low,23.0
59085,control,low,16.0
47771,control,low,27.0
57034,control,low,18.0
8258,control,low,29.0
64180,control,low,17.0
70661,control,low,13.0
53153,control,low,27.0
26506,control,low,20.0
62500,control,low,20.0
6558,control,low,23.0
92269,control,low,15.0
93862,control,low,18.0
55431,control,low,16.0
44826,control,low,18.0
70496,control,low,17.0
45141,control,low,13.0
547,control,low,25.0
4158,control,low,17.0
69909,control,low,24.0
5909,control,low,18.0
532,control,low,20.0
87220,control,low,24.0
93563,control,low,15.0
30905,control,low,22.0
68123,control,low,15.0
16693,control,low,17.0
80322,control,low,19.0
72153,control,low,19.0
56497,control,low,9.0
57005,control,low,15.0
60521,control,low,27.0
86892,control,low,22.0
43822,control,low,15.0
12670,control,low,21.0
53038,control,low,17.0
65135,control,low,21.0
5464,control,low,23.0
13749,control,low,16.0
63118,control,low,19.0
76872,control,low,18.0
2301,control,low,22.0
60485,control,low,26.0
82121,control,low,27.0
11326,control,low,22.0
27035,control,low,18.0
95585,control,low,16.0
49118,control,low,18.0
3060,control,low,19.0
64514,control,low,21.0
21933,control,low,16.0
57826,control,low,19.0
24080,control,low,21.0
80185,control,low,25.0
97014,control,low,22.0
59854,control,low,13.0
44739,control,low,19.0
13509,control,low,26.0
29779,control,low,23.0
24327,control,low,21.0
68678,control,low,16.0
27281,control,low,25.0
55973,control,low,19.0
98367,control,low,14.0
52774,control,low,14.0
87277,control,low,22.0
96597,control,low,22.0
58370,control,low,18.0
48559,control,low,18.0
68382,control,low,16.0
19065,control,low,15.0
12520,control,low,19.0
41625,control,low,17.0
20963,control,low,20.0
24896,control,low,21.0
81885,control,low,20.0
25983,control,low,17.0
29995,control,low,14.0
7335,control,low,25.0
14024,control,low,20.0
11444,control,low,19.0
66752,control,low,19.0
58889,control,low,20.0
23942,control,low,20.0
19676,control,low,16.0
28698,control,low,19.0
55681,control,low,18.0
86923,control,low,17.0
6863,control,low,20.0
74504,control,low,20.0
97020,control,low,24.0
18167,control,low,11.0
89000,control,low,15.0
14149,control,low,23.0
22859,control,low,25.0
81386,control,low,16.0
91343,control,low,23.0
15617,control,low,24.0
58927,control,low,11.0
3486,control,low,25.0
18973,control,low,20.0
36465,control,low,12.0
58008,control,low,16.0
29595,control,low,18.0
73938,control,low,12.0
37442,control,low,28.0
37307,control,low,19.0
12610,control,low,16.0
90041,control,low,15.0
61920,control,low,18.0
55484,control,low,16.0
41512,control,low,13.0
86279,control,low,23.0
37255,control,low,20.0
52172,control,low,22.0
74852,control,low,30.0
43352,control,low,28.0
1133,control,low,22.0
35269,control,low,21.0
55863,control,low,27.0
79367,control,low,25.0
78109,control,low,24.0
1064,control,low,22.0
41559,control,low,22.0
8899,control,low,15.0
45792,control,low,18.0
53417,control,low,15.0
1563,control,low,12.0
66750,control,low,18.0
51413,control,low,14.0
82972,control,low,17.0
23814,control,low,17.0
62143,control,low,23.0
45391,control,low,22.0
26723,control,low,22.0
40340,control,low,23.0
80335,control,low,21.0
21207,control,low,34.0
50978,control,low,18.0
9604,control,low,22.0
58573,control,low,17.0
65565,control,low,23.0
47433,control,low,21.0
12172,control,low,18.0
58844,control,low,20.0
55532,control,low,17.0
29943,control,low,19.0
45034,control,low,21.0
25607,control,low,19.0
87215,control,low,21.0
68695,control,low,12.0
8846,control,low,28.0
3376,control,low,18.0
71912,control,low,19.0
34684,control,low,17.0
28787,control,low,27.0
84795,control,low,15.0
53258,control,low,12.0
57138,control,low,14.0
49990,control,low,25.0
66220,control,low,26.0
91013,control,low,15.0
14891,control,low,16.0
28785,control,low,16.0
6609,control,low,27.0
38282,control,low,23.0
61886,control,low,23.0
10526,control,low,27.0
81265,control,low,20.0
52383,control,low,14.0
29441,control,low,23.0
1506,control,low,22.0
33556,control,low,20.0
61898,control,low,17.0
73556,control,low,22.0
2018,control,low,23.0
62702,control,low,20.0
72154,control,low,25.0
35971,control,low,18.0
27255,control,low,20.0
62347,control,low,16.0
38349,control,low,14.0
95558,control,low,24.0
18853,control,low,20.0
82010,control,low,18.0
44366,control,low,32.0
479,control,low,21.0
85928,control,low,24.0
44832,control,low,28.0
21748,control,low,19.0
31575,control,low,25.0
42050,control,low,29.0
10862,control,low,20.0
52513,control,low,27.0
16170,control,low,18.0
6367,control,low,22.0
60733,control,low,22.0
97588,control,low,20.0
70686,control,low,19.0
81839,control,low,20.0
19732,control,low,15.0
330,control,low,17.0
71151,control,low,30.0
4758,control,low,21.0
62066,control,low,23.0
5944,control,low,17.0
93308,control,low,16.0
41202,control,low,15.0
65191,control,low,22.0
73869,control,low,21.0
6358,control,low,26.0
81145,control,low,16.0
66363,control,low,18.0
89008,control,low,28.0
72828,control,low,22.0
56139,control,low,19.0
77501,control,low,17.0
27114,control,low,27.0
49876,control,low,14.0
28944,control,low,26.0
16243,control,low,18.0
7219,control,low,20.0
3983,control,low,19.0
71409,control,low,23.0
83411,control,low,22.0
33319,control,low,29.0
1514,control,low,24.0
20819,control,low,18.0
50481,control,low,17.0
29034,control,low,24.0
29167,control,low,24.0
7810,control,low,21.0
31472,control,low,27.0
67064,control,low,16.0
68610,control,low,23.0
89221,control,low,21.0
95599,control,low,17.0
77738,control,low,22.0
3472,control,low,22.0
82649,control,low,22.0
95243,control,low,17.0
87519,control,low,13.0
81625,control,low,17.0
44439,control,low,23.0
80720,control,low,23.0
77826,control,low,17.0
86578,control,low,15.0
14514,control,low,17.0
49825,control,low,22.0
85873,control,low,15.0
88891,control,low,21.0
8607,control,low,24.0
62557,control,low,16.0
77789,control,low,25.0
27674,control,low,17.0
97686,control,low,22.0
54791,control,low,21.0
89676,control,low,22.0
85185,control,low,25.0
81481,control,low,15.0
94345,control,low,28.0
26449,control,low,21.0
8462,control,low,15.0
27465,control,low,16.0
42536,control,low,16.0
85284,control,low,10.0
8120,control,low,17.0
85108,control,low,14.0
65528,control,low,20.0
33327,control,low,25.0
99196,control,low,19.0
20244,control,low,16.0
12578,control,low,30.0
74297,control,low,23.0
29511,control,low,18.0
53382,control,low,14.0
81737,control,low,30.0
70581,control,low,24.0
19283,control,low,26.0
25677,control,low,25.0
55203,control,low,21.0
41052,control,low,12.0
87614,control,low,19.0
47678,control,low,31.0
66734,control,low,22.0
3043,control,low,23.0
78577,control,low,19.0
87072,control,low,19.0
26227,control,low,12.0
48849,control,low,17.0
94234,control,low,20.0
90317,control,low,15.0
42945,control,low,24.0
83759,control,low,19.0
27351,control,low,14.0
63976,control,low,12.0
8276,control,low,29.0
96054,control,low,23.0
4202,control,low,15.0
35283,control,low,17.0
67543,control,low,17.0
45522,control,low,27.0
81377,control,low,17.0
20918,control,low,19.0
71595,control,low,26.0
55114,control,low,27.0
25,control,low,18.0
71388,control,low,15.0
56430,control,low,16.0
54184,control,low,18.0
13640,control,low,21.0
49857,control,low,18.0
48581,control,low,19.0
36124,control,low,23.0
76242,control,low,16.0
29212,control,low,18.0
654,control,low,19.0
51376,control,low,19.0
48565,control,low,16.0
40501,control,low,14.0
80109,control,low,23.0
35496,control,low,21.0
42828,control,low,21.0
7138,control,low,21.0
19679,control,low,24.0
97604,control,low,23.0
61454,control,low,18.0
47499,control,low,12.0
15319,control,low,19.0
29732,control,low,24.0
65071,control,low,21.0
10938,control,low,15.0
64501,control,low,33.0
2901,control,low,30.0
76801,control,low,24.0
98709,control,low,22.0
66880,control,low,16.0
74005,control,low,24.0
12691,control,low,18.0
59796,control,low,24.0
42771,control,low,20.0
91957,control,low,23.0
92909,control,low,29.0
49175,control,low,21.0
75158,control,low,14.0
78142,control,low,24.0
91865,control,low,22.0
15014,control,low,23.0
32194,control,low,20.0
44329,control,low,11.0
40137,control,low,12.0
41944,control,low,16.0
7127,control,low,20.0
34319,control,low,17.0
86260,control,low,14.0
25375,control,low,25.0
812,control,low,16.0
31667,control,low,23.0
9935,control,low,13.0
88508,control,low,26.0
55559,control,low,22.0
96821,control,low,15.0
17127,control,low,19.0
85634,control,low,20.0
97772,control,low,26.0
95058,control,low,17.0
45464,control,low,19.0
76877,control,low,22.0
8255,control,low,19.0
85980,control,low,17.0
82067,control,low,23.0
95087,control,low,15.0
64923,control,low,21.0
35118,control,low,18.0
69460,control,low,20.0
39011,control,low,23.0
62058,control,low,25.0
84622,control,low,19.0
90277,control,low,23.0
97746,control,low,20.0
1759,control,low,22.0
32740,control,low,17.0
37850,control,low,18.0
14248,control,low,24.0
37240,control,low,14.0
85104,control,low,21.0
65363,control,low,13.0
9534,control,low,18.0
4500,control,low,24.0
75209,control,low,18.0
96762,control,low,18.0
86937,control,low,23.0
99120,control,low,17.0
13810,control,low,18.0
57321,control,low,17.0
85639,control,low,21.0
27460,control,low,17.0
27600,control,low,17.0
11458,control,low,19.0
37898,control,low,14.0
38035,control,low,19.0
64297,control,low,12.0
33681,control,low,17.0
12888,control,low,24.0
18467,control,low,29.0
41118,control,low,24.0
87877,control,low,17.0
64719,control,low,20.0
59846,control,low,21.0
50971,control,low,18.0
14624,control,low,28.0
45336,control,low,18.0
88050,control,low,23.0
73285,control,low,24.0
65987,control,low,25.0
20827,control,low,13.0
83767,control,low,20.0
13678,control,low,20.0
90925,control,low,18.0
9696,control,low,22.0
77035,control,low,22.0
33426,control,low,21.0
12529,control,low,15.0
55658,control,low,23.0
71526,control,low,18.0
17483,control,low,16.0
48541,control,low,18.0
62725,control,low,15.0
73979,control,low,26.0
29391,control,low,23.0
6305,control,low,21.0
54438,control,low,14.0
50260,control,low,17.0
33004,control,low,15.0
72827,control,low,21.0
79314,control,low,25.0
53596,control,low,16.0
77196,control,low,19.0
22867,control,low,21.0
99198,control,low,16.0
81035,control,low,19.0
49115,control,low,16.0
22835,control,low,21.0
52145,control,low,18.0
40928,control,low,19.0
71431,control,low,14.0
87725,control,low,21.0
6659,control,low,20.0
26386,control,low,25.0
16347,control,low,20.0
94713,control,low,20.0
26619,control,low,17.0
22725,control,low,23.0
97615,control,low,13.0
13230,control,low,25.0
64851,control,low,15.0
5301,control,low,18.0
9975,control,low,21.0
42854,control,low,19.0
83414,control,low,23.0
45109,control,low,17.0
20835,control,low,26.0
29196,control,low,25.0
18591,control,low,24.0
32309,control,low,15.0
89074,control,low,29.0
47779,control,low,19.0
22432,control,low,17.0
36017,control,low,14.0
42454,control,low,31.0
8036,control,low,16.0
70600,control,low,21.0
22963,control,low,22.0
13347,control,low,19.0
70998,control,low,19.0
46496,control,low,22.0
22311,control,low,14.0
9506,control,low,12.0
91980,control,low,18.0
15160,control,low,16.0
73622,control,low,26.0
69211,control,low,22.0
42931,control,low,29.0
42940,control,low,25.0
62266,control,low,19.0
53622,control,low,20.0
87447,control,low,22.0
57536,control,low,21.0
70628,control,low,21.0
35828,control,low,17.0
45002,control,low,26.0
66950,control,low,11.0
73853,control,low,19.0
27892,control,low,15.0
85254,control,low,18.0
7616,control,low,26.0
55551,control,low,14.0
28140,control,low,12.0
74848,control,low,18.0
18518,control,low,23.0
13723,control,low,21.0
24962,control,low,21.0
34272,control,low,21.0
22986,control,low,18.0
24646,control,low,17.0
47725,control,low,26.0
4431,control,low,20.0
99559,control,low,22.0
20405,control,low,24.0
2847,control,low,20.0
8128,control,low,21.0
37917,control,low,22.0
1348,control,low,23.0
56220,control,low,29.0
49397,control,low,16.0
58470,control,low,13.0
66773,control,low,10.0
27869,control,low,19.0
